time_s,current_density_Acm2,voltage_exp_V,voltage_model_V,temperature_exp_C,temperature_model_C,max_ice_volume_fraction,max_pore_ice_saturation,membrane_lambda,generated_water_kgm2,retained_pore_water_kgm2,membrane_sorbed_kgm2,escaped_water_kgm2,heat_generated_Jm2,latent_released_Jm2,heat_lost_Jm2,heat_storage_Jm2,energy_balance_error_Jm2
3.8,0.007,0.8,0.7927180249997238,-19.970022418720248,-19.96941355410121,0.0,0.0,3.0372242570076238,2.2480178266051706e-05,1.0914468680567463e-09,1.7286944954339976e-05,5.192141864843729e-06,164.47899929781633,0.0,5.467290205076452,159.01170953395913,-4.412192708969087e-07
4.0,0.006,0.8,0.8013580903265326,-19.968648126966286,-19.968046226238528,0.0,0.0,3.0392286150051726,2.3692801989946613e-05,9.699446305292525e-10,1.8217768808401644e-05,5.474063236914493e-06,173.35994206983946,0.0,5.966915547415503,167.39302697242113,-4.4999717374594184e-07
4.2,0.006,0.8,0.8014162864856255,-19.967353781243105,-19.96680254191864,0.0,0.0,3.0410784636880743,2.48121469658496e-05,9.540929252245755e-10,1.907683853674128e-05,5.7343543361831514e-06,181.50323446408996,0.0,6.4867740863568475,175.01646082108192,-4.433488243194006e-07
4.4,0.006,0.801,0.8014744157258265,-19.966062995180636,-19.965562186431924,0.0,0.0,3.042928000172133,2.593149194175259e-05,9.546160734982341e-10,1.993576327993802e-05,5.994774045741128e-06,189.64582896385022,0.0,7.02635791654324,182.61947148744073,-4.401337605486333e-07
4.6,0.007,0.801,0.7929692427796434,-19.964737756967992,-19.9642051993184,0.0,0.0,3.0449313245090632,2.714411566564749e-05,1.0939434167441075e-09,2.0866107102008438e-05,6.27691462022236e-06,198.52435436495918,0.0,7.58700874481001,190.93734604168213,-4.215329738599394e-07
4.8,0.006,0.801,0.8016002321144717,-19.963416191841873,-19.962851875408035,0.0,0.0,3.046934273399763,2.8356739389542398e-05,9.721614158476838e-10,2.1796276566849398e-05,6.559490661277201e-06,207.40208925626573,0.0,8.16926532776006,199.23282434418098,-4.1567531638975197e-07
5.0,0.007,0.801,0.7930994398646285,-19.962098284320717,-19.96150208460665,0.0,0.0,3.0489368560851586,2.9569363113437306e-05,1.099259229078324e-09,2.2726275965947006e-05,6.841987888261265e-06,216.2789878155667,0.0,8.772378286857112,207.50660994163138,-4.12921792758425e-07
5.2,0.007,0.801,0.7931694588946533,-19.960707765800493,-19.960035443563186,0.0,0.0,3.05109307708399,3.0875265585324124e-05,1.1163920822312151e-09,2.372762499780433e-05,7.146524195437614e-06,225.89501907364166,0.0,9.398373520116913,216.4966459590937,-4.0556895442023233e-07
5.4,0.007,0.801,0.7932393838018662,-19.95932112290177,-19.95857276290829,0.0,0.0,3.0532488735314396,3.218116805721093e-05,1.117103290221727e-09,2.4728776867999693e-05,7.451274085921077e-06,235.5100708253809,0.0,10.04764418999107,225.46242704464066,-4.09250844768394e-07
5.6,0.007,0.801,0.7933092148426125,-19.958052539033645,-19.957114126792533,0.0,0.0,3.0554042561209127,3.348707052909776e-05,1.1177788249237698e-09,2.5729736542551173e-05,7.756216207721716e-06,245.12412285205642,0.0,10.720701306416766,234.40342192688692,-3.812472755271301e-07
5.8,0.006,0.801,0.8019279809193895,-19.956787439576374,-19.9557798725713,0.0,0.0,3.0574052902133233,3.469969425299266e-05,9.751733979008926e-10,2.6659016775066786e-05,8.039702304528039e-06,253.99751615174256,0.0,11.41547195592824,242.5820445684907,-3.726763679878786e-07
6.0,0.006,0.802,0.8019855237471044,-19.95548786883316,-19.954569054100148,0.0,0.0,3.059252071219917,3.581903922889565e-05,9.592326948891362e-10,2.7516661874529063e-05,8.301418121671762e-06,262.1339743422125,0.0,12.129943317854929,250.00403138122516,-3.56867559503371e-07
6.2,0.005,0.797,0.8118174989247708,-19.954115714078767,-19.953480247495264,0.0,0.0,3.0609446776935143,3.684510545680672e-05,8.162554122725082e-10,2.8302708320867767e-05,8.541580880526746e-06,269.5409226551969,0.0,12.862777503798169,256.678145509527,-3.5812826126857544e-07
6.4,0.01,0.765,0.7725356751353586,-19.952086185736107,-19.95191048063819,0.0,0.0,3.0632523700551886,3.824428667668546e-05,1.518042873920382e-09,2.937440065362893e-05,8.868367980182675e-06,279.9157940441142,0.0,13.615660751477334,266.30013364817825,-3.5554137411963893e-07
6.6,0.015,0.739,0.7458966065568374,-19.948801165481086,-19.94909386631872,0.0,0.0,3.067097529301854,4.057625537648334e-05,2.300533411618495e-09,3.116009260778018e-05,9.413862235291606e-06,297.97127277039533,0.0,14.40657385892173,283.56469924365865,-3.321850385873404e-07
6.8,0.02,0.718,0.7245121329570302,-19.944201846122212,-19.944974781602866,0.0,0.0,3.0724785083334396,4.3841011556200396e-05,3.1264336923835735e-09,3.365901927004858e-05,1.017886585245951e-05,324.0665328927765,0.0,15.253618480096568,308.81291475701306,-3.443331593189214e-07
7.0,0.025,0.699,0.7060836585378537,-19.937825035820026,-19.93950814405045,0.0,0.0,3.079393115308144,4.8038555215836614e-05,3.9363085306220836e-09,3.687016274910128e-05,1.1164456158204795e-05,358.5003039738157,0.0,16.179119769681577,342.3211845396198,-3.3548570854691206e-07
7.2,0.032,0.682,0.6832151267949843,-19.929496322579922,-19.932366689648404,0.0,0.0,3.0881454856424324,5.335544385137582e-05,5.040773133010009e-09,4.093476353234486e-05,1.2415639545898008e-05,403.3023378797615,0.0,17.206907325292608,386.095430898204,-3.4373505286566797e-07
7.4,0.038,0.667,0.6656669492026889,-19.92003469485607,-19.92335290974856,0.0,0.0,3.0988846090177002,5.9884956210809926e-05,6.04249807546699e-09,4.592201242781925e-05,1.3956901284915254e-05,459.71301977977737,0.0,18.366609464789644,441.3464106586177,-3.4362994938419433e-07
7.6,0.04,0.653,0.6606765205266637,-19.909472025613894,-19.913174775950495,0.0,0.0,3.110839071031886,6.716069855417935e-05,6.445210482582157e-09,5.147366458720704e-05,1.568058875648974e-05,523.4212566704647,0.0,19.686476682184047,503.7347803293729,-3.410922317925724e-07
7.8,0.046,0.64,0.6449368320718225,-19.897330862705047,-19.90180918100168,0.0,0.0,3.1240042261261123,7.518267088148411e-05,7.3880634240916305e-09,5.7587562612965604e-05,1.7587720205094428e-05,594.5758049572089,0.0,21.173964528732498,573.4018407706258,-3.4214940569654573e-07
8.0,0.05,0.628,0.6354141614014894,-19.88363509283107,-19.888930811793898,0.0,0.0,3.138681618100534,8.413743068870804e-05,8.106320447709698e-09,6.440374344588706e-05,1.9725580922373253e-05,675.1992198838483,0.0,22.857481981695223,652.3417382370635,-3.3491039630462183e-07
8.2,0.056,0.616,0.6213734372027349,-19.868254150812646,-19.874514432367192,0.0,0.0,3.154865728556243,9.402497797585109e-05,9.067755993766157e-09,7.191964434151837e-05,2.209626587833893e-05,765.4746027847318,0.0,24.76549842731395,740.7091046728981,-3.1548017886962043e-07
8.4,0.061,0.606,0.6105796216158438,-19.851221578230565,-19.858373159395654,0.0,0.0,3.1727009342785197,0.00010493859149090532,9.982172395603887e-09,8.02023138789438e-05,2.4726295439565827e-05,866.5634045974759,0.0,26.913910009372227,839.6494950303138,-4.42210080109362e-07
8.6,0.066,0.595,0.6003761341304655,-19.83252215544735,-19.84065185009362,0.0,0.0,3.1920284545200963,0.00011678499248587858,1.084189679277981e-08,8.91780142791321e-05,2.7596136309953787e-05,977.6162904165661,0.0,29.341224656837706,948.2750661772207,-4.1749217416509055e-07
8.8,0.074,0.586,0.5839794557769892,-19.81157153000359,-19.820816822787407,0.0,0.0,3.2132938472009087,0.00012984401720474685,1.2212953631279028e-08,9.905366264010139e-05,3.0778141611014184e-05,1101.9190227045306,0.0,32.06216923144298,1069.8568540179908,-5.449032869364601e-07
9.0,0.078,0.576,0.5773242292244307,-19.7886399100623,-19.799020546065066,0.0,0.0,3.236336232069497,0.000144022386899518,1.3010919305835838e-08,0.00010975454617307396,3.4254829807138185e-05,1238.5884208506411,0.0,35.12777774107208,1203.4606436380332,-5.284641702019144e-07
9.2,0.083,0.568,0.5689076311670552,-19.764193545311173,-19.775764981342064,0.0,0.0,3.2606896758868618,0.0001590402653262164,1.3921278742676727e-08,0.00012106428548185807,3.796205856561558e-05,1384.563583581783,0.0,38.55408066291086,1346.0095034218184,-5.029462499805959e-07
9.4,0.09,0.559,0.5568498717409271,-19.738355627919475,-19.750504651237236,0.0,0.0,3.286795836681543,0.0001751774887288179,1.520306610835435e-08,0.00013318798655490791,4.197429910780155e-05,1543.2059171155197,0.0,42.35912514118277,1500.846792603072,-6.28735051577678e-07
9.6,0.092,0.551,0.5556310904406957,-19.711132557521893,-19.723777275444547,0.0,0.0,3.3141937201128315,0.0001921542208633465,1.5733633180760605e-08,0.00014591156362039813,4.622692360976741e-05,1711.2696959814907,0.0,46.59279604238106,1664.6769005554825,-6.163727448438294e-07
9.8,0.097,0.544,0.5485746045875821,-19.682289826550175,-19.69593340270447,0.0,0.0,3.3425696754009935,0.0002097839042338187,1.6679322410286716e-08,0.00015908935725622033,5.067786765518786e-05,1886.6008311156597,0.0,51.250033156109055,1835.3507986991501,-7.395994998660171e-07
10.0,0.102,0.538,0.5419739881730956,-19.651711527514692,-19.66643444623375,0.0,0.0,3.3723680724031206,0.00022834637508420988,1.7654335330829786e-08,0.0001729277328240084,5.5400987924870564e-05,2072.5473113634466,0.0,56.37753136735191,2016.1697806972406,-7.011458365013823e-07
10.2,0.106,0.531,0.5377012489993648,-19.619464591518124,-19.63545958830875,0.0,0.0,3.4034255752270193,0.00024774835466652835,1.8524502577724197e-08,0.00018735083713542684,6.0378993028523936e-05,2268.0247977833665,0.0,61.98916901483864,2206.035629438828,-6.703003236907534e-07
10.4,0.113,0.525,0.5282221217638726,-19.58555566752341,-19.602629038460833,0.0,0.0,3.436025583847883,0.000268176400476758,1.9893588546067394e-08,0.00020249028113895594,6.566622574925611e-05,2475.373320064909,0.0,68.09720933051067,2407.2761115328567,-7.984585863596294e-07
10.6,0.117,0.52,0.5247857364772157,-19.54993045199214,-19.56795461254788,0.0,0.0,3.470158348623643,0.00028963051251489855,2.0813669781209707e-08,0.0002183415371008191,7.126816174429844e-05,2694.5791979236715,0.0,74.7601088211603,2619.8190898715698,-7.690587153774686e-07
10.8,0.126,0.513,0.5129088567365084,-19.512346954953415,-19.531039014579278,0.0,0.0,3.506098309664555,0.0003122972482769342,2.256368320698464e-08,0.00023503205500821856,7.724262958550885e-05,2928.078936220266,0.0,81.97945124739167,2846.099485872578,-8.997039913083427e-07
11.0,0.131,0.511,0.5087103334011243,-19.473188116194308,-19.491704151350547,0.0,0.0,3.5439795818694755,0.00033626988651085647,2.373343947253221e-08,0.00025262411782018364,8.362203525120031e-05,3177.0358443456075,0.0,89.82651782902312,3087.2093273898226,-8.732381502341013e-07
11.2,0.134,0.507,0.5082076907843276,-19.432962161201402,-19.451109575526715,0.0,0.0,3.582897391986706,0.00036098875472871406,2.4566266162591245e-08,0.0002706975488386256,9.026663962392589e-05,3434.353579082367,0.0,98.31245232802489,3336.041127609793,-8.554507076041773e-07
11.4,0.143,0.504,0.49813464612768804,-19.39104885190491,-19.408471491782365,0.0,0.0,3.623419601431437,0.00038682696792247486,2.6397877866988388e-08,0.00028951606290475847,9.72845071398494e-05,3704.8427889915606,0.0,107.44410381448701,3597.398686172153,-9.950790627044626e-07
11.6,0.144,0.501,0.5014883571461536,-19.34733006577775,-19.364212071310618,0.0,0.0,3.6652432426736796,0.0004135979685961546,2.699650539143356e-08,0.00030893896189765607,0.00010463201019310691,3985.9856190137343,0.0,117.29071546139802,3868.694904535899,-9.835625860432629e-07
11.8,0.15,0.498,0.49703139604076696,-19.301939615369232,-19.318912349290144,0.0,0.0,3.7079083090257177,0.00044102192050577793,2.8337954712211915e-08,0.00032875261871154253,0.00011224096383952314,4274.198530811209,0.0,127.83070138887219,4146.367830530641,-1.1083047866122797e-06
12.0,0.154,0.495,0.496020459962001,-19.25513738408463,-19.27200918906263,0.0,0.0,3.7518446597822184,0.00046937865989532025,2.941166116589584e-08,0.0003491566600028615,0.00012019258823129277,4572.995121254253,0.0,139.1257796485241,4433.869342695264,-1.0895355444517918e-06
12.2,0.162,0.493,0.4893398284708795,-19.206363781584567,-19.223106146168476,0.0,0.0,3.797317499669086,0.0004988547442607655,3.1181174012538234e-08,0.00037027424684632265,0.00012854931624043018,4884.813644500017,0.0,151.1843697029651,4733.629275873246,-1.0761941666714847e-06
12.4,0.167,0.49,0.48756680298889377,-19.155564528274223,-19.17200781009933,0.0,0.0,3.844442306049937,0.000529543452350106,3.2626231937897554e-08,0.00039215900692958966,0.00013735181918857837,5210.869065293754,0.0,164.02337941899492,5046.845687075991,-1.2012324077659287e-06
12.6,0.172,0.489,0.4860728580131959,-19.103318246367817,-19.119348726921487,0.0,0.0,3.8927782323315867,0.0005611649479193654,3.3942564736054546e-08,0.0004146062110947879,0.00014652479425984123,5547.339730435609,0.0,177.71057463962535,5369.62915696075,-1.164766217698343e-06
12.8,0.176,0.487,0.48620373771577835,-19.049313542595623,-19.065322482597367,0.0,0.0,3.9421528696007115,0.0005936259522205523,3.519785069750759e-08,0.00043753579264256965,0.00015605496172728522,5893.020438261679,0.0,192.22743679253543,5700.793002752798,-1.2836544556193985e-06
13.0,0.18,0.486,0.4864881975237103,-18.994126214383098,-19.01016533617485,0.0,0.0,3.992419832042382,0.0006268331865056742,3.637280740496132e-08,0.0004608797700004817,0.00016591704369778757,6246.524841513044,0.0,207.6358072776002,6038.889035500373,-1.2649297786992975e-06
13.2,0.185,0.485,0.4856173343345888,-18.937757407420886,-18.953677568416765,0.0,0.0,4.043697579777237,0.0006608799295227234,3.7792744316235996e-08,0.00048469315604854807,0.00017614898072985927,6609.074939133246,0.0,223.93362850839853,6385.141311872467,-1.2476193660404533e-06
13.4,0.189,0.485,0.4862392781460744,-18.879828857804963,-18.895861361311233,0.0,0.0,4.095961145110421,0.0006957661812717001,3.9133415660375334e-08,0.0005089643557892794,0.00018676269206676044,6980.656564150298,0.0,241.12003080354714,6739.536534726409,-1.3796570783597417e-06
13.6,0.195,0.484,0.4845111897414176,-18.82040590505613,-18.83655327070869,0.0,0.0,4.149344643760699,0.0007315852205005957,4.075442377055055e-08,0.0005337556525624682,0.0001977888135143572,7362.3387273218605,0.0,259.2622642898447,7103.076464392284,-1.3602684703073464e-06
13.8,0.199,0.489,0.4854871017191619,-18.76018287478757,-18.775744711446123,0.0,0.0,4.203812694113804,0.0007683370472094108,4.218762861366442e-08,0.00055905061514645,0.00020924424443434725,7754.152791495524,0.0,278.33894795147626,7475.813845030803,-1.4867555364617147e-06
14.0,0.2,0.496,0.4901056522142498,-18.70032242179482,-18.714479372624368,0.0,0.0,4.258673105509133,0.000805555267658185,4.293782567697871e-08,0.0005845277901984407,0.00022098453963406784,8149.763867209578,0.0,298.41236356708697,7851.351505097982,-1.4554907465935685e-06
14.2,0.201,0.502,0.4945792765380389,-18.64115015702762,-18.653345171363014,0.0,0.0,4.313499159780769,0.0008429600456029431,4.3657203526208684e-08,0.0006099890098021887,0.00023292737859722845,8545.54364099181,0.0,319.45810753629286,8226.085534888185,-1.4326687960419804e-06
14.4,0.2,0.507,0.5011871862456455,-18.582533091790246,-18.592717812456925,0.0,0.0,4.368008969481923,0.0008803648235477015,4.401541138040369e-08,0.0006353033654274043,0.00024501744270891704,8939.160202341505,0.0,341.4472097375447,8597.712994177067,-1.5731075109215453e-06
14.6,0.199,0.512,0.5075286446242613,-18.524466778000225,-18.532998054145907,0.0,0.0,4.421949852193794,0.0009175830439964758,4.42687960794341e-08,0.0006603535113587977,0.00025718526384159896,9328.191945799445,0.0,364.4146737513274,8963.777273599093,-1.5509758668486029e-06
14.8,0.199,0.517,0.5125193506199632,-18.466996189724306,-18.47394561373656,0.0,0.0,4.475447031128365,0.0009547079856972587,4.47520226923576e-08,0.0006851976012560124,0.0002694656324185536,9714.051518680628,0.0,388.3004624829326,9325.75105787665,-1.6789545043138787e-06
15.0,0.2,0.521,0.5162563620177132,-18.409760826411052,-18.41518142938631,0.0,0.0,4.5287862413652835,0.000991926206146033,4.541080928519799e-08,0.0007099683304900374,0.0002819124648467103,10099.102457013742,0.0,413.1446674930939,9685.95779117599,-1.65534220286645e-06
15.2,0.2,0.526,0.5209480714980453,-18.353037832523135,-18.356685837177054,0.0,0.0,4.581959395418172,0.0010292377053427993,4.5925873251934233e-08,0.0007346619432321989,0.0002945298362373483,10483.43858609495,0.0,438.9204502437661,10044.518137486097,-1.6349131328752264e-06
15.4,0.199,0.53,0.526522762179677,-18.296860798181505,-18.298819993093588,0.0,0.0,4.634694730963454,0.0010664559257915738,4.6223860242028236e-08,0.0007591522330594274,0.0003072574688719042,10864.815389021089,0.0,465.5969616319936,10399.218429162263,-1.7731690604705364e-06
15.6,0.199,0.534,0.530864276213696,-18.240850076894837,-18.24158986132838,0.0,0.0,4.687010954255443,0.0011035808674923558,4.6651323801572966e-08,0.0007834478871562273,0.00032008632901232706,11243.231069238067,0.0,493.2090898703274,10750.021981121188,-1.7534493963466957e-06
15.8,0.2,0.538,0.5340527071795496,-18.185156048897987,-18.184586325670182,0.0,0.0,4.739158064559674,0.0011407990879411304,4.736023891802098e-08,0.0008076650051815127,0.00033308672252070024,11621.141677097248,0.0,521.7052280110365,11099.436450978794,-1.8925820768345147e-06
16.0,0.2,0.54,0.5381528446905218,-18.12978020882951,-18.127822818325683,0.0,0.0,4.791150152104281,0.0011781105871378967,4.783470629310671e-08,0.000831810130637228,0.00034625262179437626,11998.507513930705,0.0,551.1278893490182,11447.379626455273,-1.8735863704932854e-06
16.2,0.201,0.545,0.5411439630646014,-18.074584041130002,-18.07128291394733,0.0,0.0,4.8429793235311855,0.001215515365082655,4.851686461400729e-08,0.0008558795978478825,0.00035958725037015947,12375.40199284503,0.0,581.4498526661102,11793.952142032234,-1.8533137335907668e-06
16.4,0.2,0.549,0.5459867359583042,-18.01967402859838,-18.01514465059401,0.0,0.0,4.894516790450451,0.0012529201430274133,4.8806962134202315e-08,0.0008798135974851894,0.00037305773858008976,12750.729990969316,0.0,612.6671754460695,12138.062817352975,-1.8297287169843912e-06
16.6,0.199,0.552,0.5506632306836059,-17.965157503993815,-17.95975557184906,0.0,0.0,4.9455019934791915,0.0012901383634761883,4.904220273156318e-08,0.000903491125771736,0.00038659819550172054,13122.328386551528,0.0,644.7470723470234,12477.581316073913,-1.8694081518333405e-06
16.8,0.2,0.555,0.5533072378518782,-17.910795478329696,-17.904755397188552,0.0,0.0,4.996208811356943,0.0013273565839249624,4.9668685287297246e-08,0.0009270393719941638,0.00040026754324551107,13492.440099794152,0.0,677.7242760825859,12814.715825562442,-1.8508762877900153e-06
17.0,0.2,0.558,0.5568128620574985,-17.856700053450815,-17.849946309769734,0.0,0.0,5.0467577682419344,0.0013646680831217288,5.0159514100516835e-08,0.0009505143075715536,0.0004141036160360739,13862.252987814281,0.0,711.5739923343637,13150.678997311796,-1.8318787624593824e-06
17.2,0.2,0.561,0.5602154097194516,-17.803041430259576,-17.795503269659775,0.0,0.0,5.097022933889588,0.001401979582318495,5.06157077343694e-08,0.0009738574504983234,0.00042807151611243597,14230.689421965313,0.0,746.2909905669602,13484.398433207014,-1.808661181712523e-06
17.4,0.2,0.564,0.5635194465778864,-17.749645565636364,-17.741418797001415,0.0,0.0,5.147005901556645,0.0014392910815152614,5.106901883920427e-08,0.0009970695406829042,0.0004421704718135163,14597.789485934512,0.0,781.8695248793224,13815.919962822609,-1.767419234965928e-06
17.6,0.2,0.567,0.566728875247604,-17.696456467400644,-17.68767750553394,0.0,0.0,5.196701277650612,0.0014766025807120284,5.154185928060164e-08,0.0010201480733409425,0.0004564029655118034,14963.620604935566,0.0,818.282711403391,14145.337895340048,-1.8078735593007877e-06
17.8,0.2,0.57,0.569848570134982,-17.643477332028418,-17.634288940690112,0.0,0.0,5.246124632572818,0.0015139140799087947,5.196700058125562e-08,0.0010431002793668148,0.0004707618335413964,15328.161395837813,0.0,855.5676792295201,14472.593718381373,-1.7730799299897626e-06
18.0,0.199,0.573,0.5737472215951144,-17.59088354988372,-17.581414416282513,0.0,0.0,5.295147909585083,0.0015511323003575689,5.2182651231771954e-08,0.0010658666892113106,0.0004852134284950252,15690.395005896038,0.0,893.6963102421629,14796.698697406282,-1.752407115418464e-06
18.2,0.199,0.576,0.576672461480064,-17.538679352747998,-17.529044841126222,0.0,0.0,5.343774726608501,0.0015882572420583508,5.258678241111159e-08,0.0010884489830369855,0.000499755672238953,16050.368103807932,0.0,932.6596339944738,15117.70847155181,-1.7383517842972651e-06
18.4,0.199,0.579,0.579519542455787,-17.48675627971982,-17.47699725657378,0.0,0.0,5.392129905778769,0.0016253821837591328,5.302163611130273e-08,0.0011109051282436578,0.0005144240338793627,16409.196397382344,0.0,972.4518987164921,15436.744500373385,-1.7075326468329877e-06
18.6,0.2,0.581,0.5814569464118563,-17.43500715386101,-17.42508485250096,0.0,0.0,5.440328776096669,0.0016626004042079078,5.3716968856989165e-08,0.0011332886836192904,0.0005292580036197593,16768.000637049503,0.0,1013.0488086348068,15754.951830180611,-1.7659149307291955e-06
18.8,0.199,0.584,0.5850050818825024,-17.383438262067205,-17.373492248747596,0.0,0.0,5.488264474964935,0.001699818624656682,5.391981448635736e-08,0.0011555500221737134,0.0005442146826684811,17125.68789502371,0.0,1054.4889336576618,16071.198963108021,-1.7419715732103214e-06
19.0,0.2,0.587,0.5868205063673587,-17.332224215564384,-17.322206521698888,0.0,0.0,5.535931725295181,0.0017370368451054563,5.455051759731304e-08,0.0011776866932270795,0.0005592956013607777,17482.309938200193,0.0,1096.7449568017591,16385.564983129752,-1.7313177522737533e-06
19.2,0.2,0.589,0.5894068968456161,-17.2813135531451,-17.271051090261295,0.0,0.0,5.583450577445967,0.0017743483443022226,5.501363886007439e-08,0.0011997544481659043,0.0005745388824974564,17838.94738272153,0.0,1139.8150672160477,16699.13231722745,-1.7219681467395276e-06
19.4,0.2,0.591,0.5919285442275088,-17.230658994674275,-17.220193932011824,0.0,0.0,5.630702649930468,0.001811659843498989,5.5439198615131e-08,0.001221698310627707,0.0005899060936726652,18194.566442712043,0.0,1183.695088921053,17010.87135549552,-1.704531314317137e-06
